source,target,type,raw
PU:P_LLENA_TABLAS_TEMPORALES_TABS,EXT:PKG_BUSCA_INFO_ASE.P_BUSCA_ENDOSO_LOCAL,EXTERNAL_CALL,PKG_BUSCA_INFO_ASE.P_BUSCA_ENDOSO_LOCAL
PU:P_LLENA_TABLAS_TEMPORALES_TABS,EXT:PKG_BUSCA_INFO_ASE.P_BUSCA_LIMITES,EXTERNAL_CALL,PKG_BUSCA_INFO_ASE.P_BUSCA_LIMITES
PU:P_LLENA_TABLAS_TEMPORALES_TABS,EXT:PKG_BUSCA_INFO_ASE.P_BUSCA_LIMITE_MEDICAMENTOS,EXTERNAL_CALL,PKG_BUSCA_INFO_ASE.P_BUSCA_LIMITE_MEDICAMENTOS
PU:P_LLENA_TABLAS_TEMPORALES_TABS,EXT:PKG_BUSCA_INFO_ASE.P_BUSCA_PLANES,EXTERNAL_CALL,PKG_BUSCA_INFO_ASE.P_BUSCA_PLANES
PU:P_LLENA_TABLAS_TEMPORALES_TABS,EXT:PKG_BUSCA_INFO_ASE.P_BUSCA_PLANES_DENTALES,EXTERNAL_CALL,PKG_BUSCA_INFO_ASE.P_BUSCA_PLANES_DENTALES
PU:P_LLENA_TABLAS_TEMPORALES_TABS,EXT:PKG_BUSCA_INFO_ASE.P_BUSCA_TELEFONOS,EXTERNAL_CALL,PKG_BUSCA_INFO_ASE.P_BUSCA_TELEFONOS
PU:P_LLENA_TABLAS_TEMPORALES_TABS,EXT:REEMBOLSO.PKG_BUSCA_INFO_ASE.P_BUSCA_DATOS_ASEG2,EXTERNAL_CALL,REEMBOLSO.PKG_BUSCA_INFO_ASE.P_BUSCA_DATOS_ASEG2
PU:P_LLENA_TABLAS_TEMPORALES_TABS,EXT:REEMBOLSO.PKG_BUSCA_INFO_ASE.P_ELIMINA_TABLAS_TEMPORALES,EXTERNAL_CALL,REEMBOLSO.PKG_BUSCA_INFO_ASE.P_ELIMINA_TABLAS_TEMPORALES
PU:P_LLENA_TABLAS_TEMPORALES_TABS,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_RECONSULTA_ENDOSOS_AFILIADO,EXT:PKG_BUSCA_INFO_ASE.P_BUSCA_ENDOSO_INT,EXTERNAL_CALL,PKG_BUSCA_INFO_ASE.P_BUSCA_ENDOSO_INT
PU:P_RECONSULTA_ENDOSOS_AFILIADO,EXT:PKG_BUSCA_INFO_ASE.P_BUSCA_ENDOSO_LOCAL,EXTERNAL_CALL,PKG_BUSCA_INFO_ASE.P_BUSCA_ENDOSO_LOCAL
PU:P_VALIDA_ASEGURADO_PLAN_VIG,EXT:IN,EXTERNAL_CALL,IN
PU:P_VALIDA_ASEGURADO_PLAN_VIG,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
PU:P_VALIDA_VIG_ASE_FEC,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
PU:P_AGREGA_RECL_SELECCIONADOS,EXT:F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,F_OBTEN_PARAMETRO_SEUS
PU:P_AGREGA_RECL_SELECCIONADOS,EXT:IN,EXTERNAL_CALL,IN
PU:P_AGREGA_RECL_SELECCIONADOS,EXT:NUMBER,EXTERNAL_CALL,NUMBER
PU:P_AGREGA_RECL_SELECCIONADOS,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
PU:P_AGREGA_RECL_SELECCIONADOS,PU:P_AGREGA_RECL_SELECCIONADOS,INTERNAL_PU_CALL,REEMBOLSO.P_AGREGA_RECL_SELECCIONADOS
PU:P_VALIDA_COB_VACUNA,EXT:C_EDAD,EXTERNAL_CALL,C_EDAD
PU:P_VALIDA_COB_VACUNA,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
PU:P_VALIDA_COB_VACUNA,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
PU:P_VALIDA_COB_VACUNA,PU:P_MANEJA_HABILITA_COB_ESTATUS,INTERNAL_PU_CALL,P_MANEJA_HABILITA_COB_ESTATUS
PU:P_VALIDA_COB_VACUNA,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_MANEJA_HABILITA_COB_ESTATUS,PU:P_MANEJA_HABILITA_COB_ESTATUS,INTERNAL_PU_CALL,P_MANEJA_HABILITA_COB_ESTATUS
PU:P_MANEJA_HABILITA_COB_ESTATUS,EXT:SET_ITEM_INSTANCE_PROPERTY,EXTERNAL_CALL,SET_ITEM_INSTANCE_PROPERTY
PU:P_VALIDA_ACT_ESTATUS_COB,PU:P_MANEJA_HABILITA_COB_ESTATUS,INTERNAL_PU_CALL,P_MANEJA_HABILITA_COB_ESTATUS
PU:P_INSERTA_EN_RECL_RECHAZO,EXT:P_BUSCAR_RECLAMO,EXTERNAL_CALL,P_BUSCAR_RECLAMO
PU:P_INSERTA_EN_RECL_RECHAZO,PU:P_INSERTA_EN_RECL_RECHAZO,INTERNAL_PU_CALL,P_INSERTA_EN_RECL_RECHAZO
PU:P_INSERTA_EN_RECL_RECHAZO,EXT:P_INSERTA_RECLAMO_RECHAZADO,EXTERNAL_CALL,P_INSERTA_RECLAMO_RECHAZADO
PU:P_INSERTA_EN_RECL_RECHAZO,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_ANULA_RECLAMACION,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
PU:P_ANULA_RECLAMACION,PU:P_ANULA_RECLAMACION,INTERNAL_PU_CALL,P_ANULA_RECLAMACION
PU:P_ANULA_RECLAMACION,EXT:P_BUSCAR_RECLAMO,EXTERNAL_CALL,P_BUSCAR_RECLAMO
PU:F_FREC_CONS_TEMP_IN_UP,PU:F_FREC_CONS_TEMP_IN_UP,INTERNAL_PU_CALL,F_FREC_CONS_TEMP_IN_UP
PU:F_FREC_CONS_TEMP_IN_UP,EXT:REEMBOLSO.FRECUENCIA_CONSUMIDA_TEMP,EXTERNAL_CALL,REEMBOLSO.FRECUENCIA_CONSUMIDA_TEMP
PU:F_FREC_CONS_TEMP_IN_UP,EXT:VALUES,EXTERNAL_CALL,VALUES
PU:F_FREC_CONS_TEMP_SUMA,PU:F_FREC_CONS_TEMP_SUMA,INTERNAL_PU_CALL,F_FREC_CONS_TEMP_SUMA
PU:PROCESO_VALIDAR_CUENTAS,EXT:B.CODIGO,EXTERNAL_CALL,B.CODIGO
PU:PROCESO_VALIDAR_CUENTAS,EXT:D.CODIGO,EXTERNAL_CALL,D.CODIGO
PU:PROCESO_VALIDAR_CUENTAS,EXT:E.CODIGO,EXTERNAL_CALL,E.CODIGO
PU:PROCESO_VALIDAR_CUENTAS,EXT:IN,EXTERNAL_CALL,IN
PU:PROCESO_VALIDAR_CUENTAS,EXT:LENGTH,EXTERNAL_CALL,LENGTH
PU:PROCESO_VALIDAR_CUENTAS,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
PU:P_MON_CONS_TEMP_IN_UP,EXT:PKG_GENERAL.P_INSERTA_ERROR,EXTERNAL_CALL,PKG_GENERAL.P_INSERTA_ERROR
PU:P_MON_CONS_TEMP_IN_UP,PU:P_MON_CONS_TEMP_IN_UP,INTERNAL_PU_CALL,P_MON_CONS_TEMP_IN_UP
PU:P_MON_CONS_TEMP_IN_UP,EXT:REEMBOLSO.MONTO_CONSUMIDO_TEMP,EXTERNAL_CALL,REEMBOLSO.MONTO_CONSUMIDO_TEMP
PU:P_MON_CONS_TEMP_IN_UP,EXT:VALUES,EXTERNAL_CALL,VALUES
PU:P_VALIDA_BLACKLIST_ASEGURADO,EXT:FOREBRA,EXTERNAL_CALL,FOREBRA
PU:P_VALIDA_BLACKLIST_ASEGURADO,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
PU:F_BUSCA_TARIFA_URA,PU:F_BUSCA_TARIFA_URA,INTERNAL_PU_CALL,f_busca_tarifa_ura
PU:F_BUSCA_TARIFA_URA,EXT:pkg_general.p_inserta_error,EXTERNAL_CALL,pkg_general.p_inserta_error
PU:F_BUSCA_TARIFA_URA,PU:F_BUSCA_TARIFA_URA,INTERNAL_PU_CALL,PKG_TARIFAS_URA.F_BUSCA_TARIFA_URA
PU:F_BUSCA_TARIFA_URA,EXT:return,EXTERNAL_CALL,return
PU:P_VALIDA_GRUPO_COB,EXT:DBAPER.F_CONVIERTE_CHAR_BOOLEAN,EXTERNAL_CALL,DBAPER.F_CONVIERTE_CHAR_BOOLEAN
PU:P_VALIDA_GRUPO_COB,EXT:F_VERIFICA_USUARIO,EXTERNAL_CALL,F_VERIFICA_USUARIO
PU:P_VALIDA_GRUPO_COB,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
PU:P_VALIDA_GRUPO_COB,EXT:PKG_GENERAL.P_INSERTA_ERROR,EXTERNAL_CALL,PKG_GENERAL.P_INSERTA_ERROR
PU:P_VALIDA_GRUPO_COB,EXT:PKG_PARAMETRO_GENERAL_PROCESO.P_CONFIG_MENSAJE_ALERT_FORMA,EXTERNAL_CALL,PKG_PARAMETRO_GENERAL_PROCESO.P_CONFIG_MENSAJE_ALERT_FORMA
PU:P_VALIDA_GRUPO_COB,EXT:PKG_VALIDAR_MON_MAX_GRUPO_SI.P_VALIDAR_MON_MAX_GRUPO,EXTERNAL_CALL,PKG_VALIDAR_MON_MAX_GRUPO_SI.P_VALIDAR_MON_MAX_GRUPO
PU:P_VALIDA_GRUPO_COB,PU:P_VALIDA_GRUPO_COB,INTERNAL_PU_CALL,P_VALIDA_GRUPO_COB
PU:P_VALIDA_GRUPO_COB,EXT:varchar2,EXTERNAL_CALL,varchar2
PU:P_VALIDA_GRUPO_COB,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_SPOOL_EXGRATIA,EXT:F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,F_OBTEN_PARAMETRO_SEUS
PU:P_SPOOL_EXGRATIA,EXT:NUMBER,EXTERNAL_CALL,NUMBER
PU:P_SPOOL_EXGRATIA,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
PU:P_SPOOL_EXGRATIA,EXT:P_INSERT_SPOOL_EXGRATIA,EXTERNAL_CALL,P_INSERT_SPOOL_EXGRATIA
PU:P_SPOOL_EXGRATIA,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:F_USUARIO_AUTORIZADO,EXT:return,EXTERNAL_CALL,return
PU:P_VALIDA_USUARIO_APROB,EXT:F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,F_OBTEN_PARAMETRO_SEUS
PU:P_VALIDA_USUARIO_APROB,EXT:IN,EXTERNAL_CALL,IN
PU:P_VALIDA_USUARIO_APROB,EXT:NUMBER,EXTERNAL_CALL,NUMBER
PU:P_VALIDA_USUARIO_APROB,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
PU:P_VALIDA_USUARIO_APROB,PU:P_VALIDA_USUARIO_APROB,INTERNAL_PU_CALL,P_VALIDA_USUARIO_APROB
PU:P_VALIDA_USUARIO_APROB,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_ALERTA_MENSAJE,EXT:pkg_general.p_inserta_error,EXTERNAL_CALL,pkg_general.p_inserta_error
PU:P_ALERTA_MENSAJE,PU:P_ALERTA_MENSAJE,INTERNAL_PU_CALL,P_ALERTA_MENSAJE
PU:P_ALERTA_MENSAJE,EXT:set_alert_property,EXTERNAL_CALL,set_alert_property
PU:P_HABILITA_BLOCK_EXGRATIA,EXT:F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,F_OBTEN_PARAMETRO_SEUS
PU:P_HABILITA_BLOCK_EXGRATIA,EXT:NUMBER,EXTERNAL_CALL,NUMBER
PU:P_HABILITA_BLOCK_EXGRATIA,PU:P_HABILITA_BLOCK_EXGRATIA,INTERNAL_PU_CALL,P_HABILITA_BLOCK_EXGRATIA
PU:P_VALIDA_MONTO_PAGAR,EXT:es,EXTERNAL_CALL,es
PU:P_VALIDA_MONTO_PAGAR,PU:F_BUSCA_TARIFA_URA,INTERNAL_PU_CALL,F_BUSCA_TARIFA_URA
PU:P_VALIDA_MONTO_PAGAR,PU:F_USUARIO_AUTORIZADO,INTERNAL_PU_CALL,F_USUARIO_AUTORIZADO
PU:P_VALIDA_MONTO_PAGAR,EXT:number,EXTERNAL_CALL,number
PU:P_VALIDA_MONTO_PAGAR,PU:P_ALERTA_MENSAJE,INTERNAL_PU_CALL,p_alerta_mensaje
PU:P_BUSCA_RAZON_FALLEC,EXT:Encofo,EXTERNAL_CALL,Encofo
PU:P_BUSCA_RAZON_FALLEC,PU:P_BUSCA_RAZON_FALLEC,INTERNAL_PU_CALL,P_BUSCA_RAZON_FALLEC
PU:P_ROLLBACK_FALLECIDO,EXT:Encofo,EXTERNAL_CALL,Encofo
PU:P_ROLLBACK_FALLECIDO,EXT:F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,F_OBTEN_PARAMETRO_SEUS
PU:P_ROLLBACK_FALLECIDO,PU:P_ROLLBACK_FALLECIDO,INTERNAL_PU_CALL,P_ROLLBACK_FALLECIDO
PU:P_ROLLBACK_FALLECIDO,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_SPOOL_REEMB_POLIZA_SUSP,EXT:F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,F_OBTEN_PARAMETRO_SEUS
PU:P_SPOOL_REEMB_POLIZA_SUSP,EXT:NUMBER,EXTERNAL_CALL,NUMBER
PU:P_SPOOL_REEMB_POLIZA_SUSP,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
PU:P_SPOOL_REEMB_POLIZA_SUSP,EXT:REEMBOLSO.P_INSERT_SPOOL_POL_SUSP_REEMB,EXTERNAL_CALL,REEMBOLSO.P_INSERT_SPOOL_POL_SUSP_REEMB
PU:P_SPOOL_REEMB_POLIZA_SUSP,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_VALIDA_REEMBOLSO_USUARIO,EXT:F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,F_OBTEN_PARAMETRO_SEUS
PU:P_VALIDA_REEMBOLSO_USUARIO,EXT:NUMBER,EXTERNAL_CALL,NUMBER
PU:P_VALIDA_REEMBOLSO_USUARIO,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
PU:P_VALIDA_REEMBOLSO_USUARIO,EXT:REEMBOLSO.P_VALIDAR_NUCLEO_REEMBOLSO,EXTERNAL_CALL,REEMBOLSO.P_VALIDAR_NUCLEO_REEMBOLSO
PU:P_VALIDA_REEMBOLSO_USUARIO,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_RESTRICCIONES_SERV,EXT:F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,F_OBTEN_PARAMETRO_SEUS
PU:P_RESTRICCIONES_SERV,EXT:INNOVACORE.PKG_INNOVA.FDP_DET_TIPO_COB,EXTERNAL_CALL,INNOVACORE.PKG_INNOVA.FDP_DET_TIPO_COB
PU:P_RESTRICCIONES_SERV,PU:P_RESTRICCIONES_SERV,INTERNAL_PU_CALL,p_restricciones_serv
PU:P_RESTRICCIONES_SERV,EXT:varchar2,EXTERNAL_CALL,varchar2
PU:P_ACTUALIZA_SOLICITUD,EXT:INNOVACORE.PKG_INNOVA.FDP_DET_TIPO_COB,EXTERNAL_CALL,INNOVACORE.PKG_INNOVA.FDP_DET_TIPO_COB
PU:P_ACTUALIZA_SOLICITUD,EXT:reembolso.pkg_restric_reembolso.p_act_solicitud,EXTERNAL_CALL,reembolso.pkg_restric_reembolso.p_act_solicitud
PU:P_BUSCA_MOTIVO_BLOQUEO_ASE,EXT:F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,F_OBTEN_PARAMETRO_SEUS
PU:P_BUSCA_MOTIVO_BLOQUEO_ASE,EXT:NUMBER,EXTERNAL_CALL,NUMBER
PU:P_BUSCA_MOTIVO_BLOQUEO_ASE,EXT:PKG_MOT_BLOQUEO.F_BUSCA_DSP_ACCION,EXTERNAL_CALL,PKG_MOT_BLOQUEO.F_BUSCA_DSP_ACCION
PU:P_BUSCA_MOTIVO_BLOQUEO_ASE,EXT:PKG_MOT_BLOQUEO.F_BUSCA_DSP_MOTIVO,EXTERNAL_CALL,PKG_MOT_BLOQUEO.F_BUSCA_DSP_MOTIVO
PU:P_BUSCA_MOTIVO_BLOQUEO_ASE,EXT:PKG_MOT_BLOQUEO.P_BUSCA_MOT_BLOQ_ASEGURADO,EXTERNAL_CALL,PKG_MOT_BLOQUEO.P_BUSCA_MOT_BLOQ_ASEGURADO
PU:P_BUSCA_MOTIVO_BLOQUEO_ASE,PU:P_BUSCA_MOTIVO_BLOQUEO_ASE,INTERNAL_PU_CALL,P_BUSCA_MOTIVO_BLOQUEO_ASE
PU:P_BUSCA_MOTIVO_BLOQUEO_ASE,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_BUSCA_MOTIVO_RECHAZO,EXT:F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,F_OBTEN_PARAMETRO_SEUS
PU:P_BUSCA_MOTIVO_RECHAZO,EXT:Number,EXTERNAL_CALL,Number
PU:P_BUSCA_MOTIVO_RECHAZO,EXT:NUMBER,EXTERNAL_CALL,NUMBER
PU:P_BUSCA_MOTIVO_RECHAZO,EXT:PKG_MOT_BLOQUEO.F_BUSCA_DSP_ACCION,EXTERNAL_CALL,PKG_MOT_BLOQUEO.F_BUSCA_DSP_ACCION
PU:P_BUSCA_MOTIVO_RECHAZO,EXT:PKG_MOT_BLOQUEO.F_BUSCA_DSP_MOTIVO,EXTERNAL_CALL,PKG_MOT_BLOQUEO.F_BUSCA_DSP_MOTIVO
PU:P_BUSCA_MOTIVO_RECHAZO,EXT:PKG_MOT_BLOQUEO.P_BUSCA_MOT_BLOQ_ASEGURADO,EXTERNAL_CALL,PKG_MOT_BLOQUEO.P_BUSCA_MOT_BLOQ_ASEGURADO
PU:P_BUSCA_MOTIVO_RECHAZO,EXT:PKG_MOT_BLOQUEO.P_BUSCA_MOT_BLOQ_PRESTADOR,EXTERNAL_CALL,PKG_MOT_BLOQUEO.P_BUSCA_MOT_BLOQ_PRESTADOR
PU:P_BUSCA_MOTIVO_RECHAZO,PU:P_BUSCA_MOTIVO_RECHAZO,INTERNAL_PU_CALL,P_BUSCA_MOTIVO_RECHAZO
PU:P_BUSCA_MOTIVO_RECHAZO,EXT:RECORD,EXTERNAL_CALL,RECORD
PU:P_BUSCA_MOTIVO_RECHAZO,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_BUSCA_MOTIVO_RECHAZO,EXT:Varchar2,EXTERNAL_CALL,Varchar2
PU:P_BUSCA_MOTIVO_BLOQUEO_PERTIN,EXT:LENGTH,EXTERNAL_CALL,LENGTH
PU:P_BUSCA_MOTIVO_BLOQUEO_PERTIN,EXT:Number,EXTERNAL_CALL,Number
PU:P_BUSCA_MOTIVO_BLOQUEO_PERTIN,EXT:NUMBER,EXTERNAL_CALL,NUMBER
PU:P_BUSCA_MOTIVO_BLOQUEO_PERTIN,EXT:PKG_MOT_BLOQUEO.F_BUSCA_DSP_ACCION,EXTERNAL_CALL,PKG_MOT_BLOQUEO.F_BUSCA_DSP_ACCION
PU:P_BUSCA_MOTIVO_BLOQUEO_PERTIN,EXT:PKG_MOT_BLOQUEO.F_BUSCA_DSP_MOTIVO,EXTERNAL_CALL,PKG_MOT_BLOQUEO.F_BUSCA_DSP_MOTIVO
PU:P_BUSCA_MOTIVO_BLOQUEO_PERTIN,EXT:PKG_MOT_BLOQUEO.P_BUSCA_MOT_BLOQ_PERTINENCIA,EXTERNAL_CALL,PKG_MOT_BLOQUEO.P_BUSCA_MOT_BLOQ_PERTINENCIA
PU:P_BUSCA_MOTIVO_BLOQUEO_PERTIN,EXT:PKG_MOT_BLOQUEO.P_ENVIA_NOTIFICACION_BLOQUEO,EXTERNAL_CALL,PKG_MOT_BLOQUEO.P_ENVIA_NOTIFICACION_BLOQUEO
PU:P_BUSCA_MOTIVO_BLOQUEO_PERTIN,EXT:PKG_MOT_BLOQUEO.SET_VARIABLE,EXTERNAL_CALL,PKG_MOT_BLOQUEO.SET_VARIABLE
PU:P_BUSCA_MOTIVO_BLOQUEO_PERTIN,PU:P_BUSCA_MOTIVO_BLOQUEO_PERTIN,INTERNAL_PU_CALL,P_BUSCA_MOTIVO_BLOQUEO_PERTIN
PU:P_BUSCA_MOTIVO_BLOQUEO_PERTIN,EXT:RECORD,EXTERNAL_CALL,RECORD
PU:P_BUSCA_MOTIVO_BLOQUEO_PERTIN,EXT:Varchar2,EXTERNAL_CALL,Varchar2
PU:P_VALIDA_DIAGNOSTICO_BLOQUEADO,EXT:NUMBER,EXTERNAL_CALL,NUMBER
PU:P_VALIDA_DIAGNOSTICO_BLOQUEADO,EXT:PKG_MOT_BLOQUEO.P_ENVIA_NOTIFICACION_BLOQUEO,EXTERNAL_CALL,PKG_MOT_BLOQUEO.P_ENVIA_NOTIFICACION_BLOQUEO
PU:P_VALIDA_DIAGNOSTICO_BLOQUEADO,EXT:PKG_MOT_BLOQUEO.SET_VARIABLE,EXTERNAL_CALL,PKG_MOT_BLOQUEO.SET_VARIABLE
PU:P_VALIDA_DIAGNOSTICO_BLOQUEADO,PU:P_BUSCA_MOTIVO_BLOQUEO_PERTIN,INTERNAL_PU_CALL,P_BUSCA_MOTIVO_BLOQUEO_PERTIN
PU:P_VALIDA_DIAGNOSTICO_BLOQUEADO,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_VALIDA_SERVICIO_BLOQUEADO,EXT:NUMBER,EXTERNAL_CALL,NUMBER
PU:P_VALIDA_SERVICIO_BLOQUEADO,EXT:PKG_MOT_BLOQUEO.P_ENVIA_NOTIFICACION_BLOQUEO,EXTERNAL_CALL,PKG_MOT_BLOQUEO.P_ENVIA_NOTIFICACION_BLOQUEO
PU:P_VALIDA_SERVICIO_BLOQUEADO,EXT:PKG_MOT_BLOQUEO.SET_VARIABLE,EXTERNAL_CALL,PKG_MOT_BLOQUEO.SET_VARIABLE
PU:P_VALIDA_SERVICIO_BLOQUEADO,PU:P_BUSCA_MOTIVO_BLOQUEO_PERTIN,INTERNAL_PU_CALL,P_BUSCA_MOTIVO_BLOQUEO_PERTIN
PU:P_VALIDA_SERVICIO_BLOQUEADO,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_VALIDA_COB_TIPO_BLOQUEADO,EXT:DBAPER.PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,DBAPER.PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
PU:P_VALIDA_COB_TIPO_BLOQUEADO,EXT:IN,EXTERNAL_CALL,IN
PU:P_VALIDA_COB_TIPO_BLOQUEADO,EXT:INNOVACORE.PKG_INNOVA.FDP_DET_TIPO_COB,EXTERNAL_CALL,INNOVACORE.PKG_INNOVA.FDP_DET_TIPO_COB
PU:P_VALIDA_COB_TIPO_BLOQUEADO,EXT:NUMBER,EXTERNAL_CALL,NUMBER
PU:P_VALIDA_COB_TIPO_BLOQUEADO,EXT:PKG_MOT_BLOQUEO.P_ENVIA_NOTIFICACION_BLOQUEO,EXTERNAL_CALL,PKG_MOT_BLOQUEO.P_ENVIA_NOTIFICACION_BLOQUEO
PU:P_VALIDA_COB_TIPO_BLOQUEADO,EXT:PKG_MOT_BLOQUEO.SET_VARIABLE,EXTERNAL_CALL,PKG_MOT_BLOQUEO.SET_VARIABLE
PU:P_VALIDA_COB_TIPO_BLOQUEADO,PU:P_BUSCA_MOTIVO_BLOQUEO_PERTIN,INTERNAL_PU_CALL,P_BUSCA_MOTIVO_BLOQUEO_PERTIN
PU:P_VALIDA_COB_TIPO_BLOQUEADO,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_VALIDA_NUM_CTA_ELIMINADA,EXT:F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,F_OBTEN_PARAMETRO_SEUS
PU:P_VALIDA_NUM_CTA_ELIMINADA,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
PU:P_VALIDA_NUM_CTA_ELIMINADA,EXT:NUMBER,EXTERNAL_CALL,NUMBER
PU:P_VALIDA_NUM_CTA_ELIMINADA,PU:P_VALIDA_NUM_CTA_ELIMINADA,INTERNAL_PU_CALL,P_VALIDA_NUM_CTA_ELIMINADA
PU:P_VALIDA_NUM_CTA_ELIMINADA,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_VALIDA_ASEGURADO_BAN_V2,EXT:DBAPER.PKG_GENERAL.P_INSERTA_ERROR,EXTERNAL_CALL,DBAPER.PKG_GENERAL.P_INSERTA_ERROR
PU:P_VALIDA_ASEGURADO_BAN_V2,EXT:Enfoco,EXTERNAL_CALL,Enfoco
PU:P_VALIDA_ASEGURADO_BAN_V2,EXT:PKG_MOT_BLOQUEO.P_ENVIA_NOTIFICACION_BLOQUEO,EXTERNAL_CALL,PKG_MOT_BLOQUEO.P_ENVIA_NOTIFICACION_BLOQUEO
PU:P_VALIDA_ASEGURADO_BAN_V2,EXT:PKG_MOT_BLOQUEO.SET_VARIABLE,EXTERNAL_CALL,PKG_MOT_BLOQUEO.SET_VARIABLE
PU:P_VALIDA_ASEGURADO_BAN_V2,PU:P_BUSCA_MOTIVO_BLOQUEO_ASE,INTERNAL_PU_CALL,P_BUSCA_MOTIVO_BLOQUEO_ASE
PU:P_VALIDA_ASEGURADO_BAN_V2,EXT:REEMBOLSO.HISTORICO_FRAUDES,EXTERNAL_CALL,REEMBOLSO.HISTORICO_FRAUDES
PU:P_VALIDA_ASEGURADO_BAN_V2,EXT:VALUES,EXTERNAL_CALL,VALUES
PU:P_VALIDA_ASEGURADO_BAN_V2,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
TRG_ITEM:CG$CTRL.NO_AFI.KEY-NEXT-ITEM,EXT:Enfoco,EXTERNAL_CALL,Enfoco
TRG_ITEM:CG$CTRL.NO_AFI.KEY-NEXT-ITEM,EXT:EXECUTE_TRIGGER,EXTERNAL_CALL,EXECUTE_TRIGGER
TRG_ITEM:CG$CTRL.NO_AFI.KEY-NEXT-ITEM,EXT:f_valida_regular_expression,EXTERNAL_CALL,f_valida_regular_expression
TRG_ITEM:CG$CTRL.NO_AFI.KEY-NEXT-ITEM,EXT:length,EXTERNAL_CALL,length
TRG_ITEM:CG$CTRL.NO_AFI.KEY-NEXT-ITEM,EXT:lpad,EXTERNAL_CALL,lpad
TRG_ITEM:CG$CTRL.NO_AFI.KEY-NEXT-ITEM,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
TRG_ITEM:CG$CTRL.NO_AFI.KEY-NEXT-ITEM,EXT:rpad,EXTERNAL_CALL,rpad
TRG_ITEM:CG$CTRL.NO_AFI.WHEN-VALIDATE-ITEM,EXT:Enfoco,EXTERNAL_CALL,Enfoco
TRG_ITEM:CG$CTRL.FALLECIDO.WHEN-CHECKBOX-CHANGED,EXT:Encofo,EXTERNAL_CALL,Encofo
TRG_ITEM:CG$CTRL.FALLECIDO.WHEN-CHECKBOX-CHANGED,EXT:F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,F_OBTEN_PARAMETRO_SEUS
